UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Failure Type
267,29680.0,H,298.0,308.1,1440.0,43.7,37.0,0,0,0,0,0,0,Tool Wear Failure
268,47447.0,L,297.9,308.0,1954.0,21.1,42.0,0,0,0,0,0,0,Tool Wear Failure
269,29682.0,H,297.9,308.0,1800.0,24.8,44.0,0,0,0,0,0,0,Tool Wear Failure
270,47449.0,L,298.0,308.0,1524.0,37.0,49.0,0,0,0,0,0,0,Tool Wear Failure
271,29684.0,H,298.0,308.0,1520.0,39.6,51.0,0,0,0,0,0,0,Tool Wear Failure
272,15131.0,M,298.1,308.1,1452.0,40.8,56.0,0,0,0,0,0,0,Tool Wear Failure
273,47452.0,L,298.1,308.1,1484.0,40.4,59.0,0,0,0,0,0,0,Tool Wear Failure
274,47453.0,L,298.1,308.0,1426.0,46.0,61.0,0,0,0,0,0,0,Tool Wear Failure
275,47454.0,L,298.1,308.0,1652.0,28.5,63.0,0,0,0,0,0,0,Tool Wear Failure
276,47455.0,L,298.0,308.0,1401.0,54.7,65.0,0,0,0,0,0,0,Tool Wear Failure
277,15136.0,M,298.0,307.9,1750.0,26.6,67.0,0,0,0,0,0,0,Tool Wear Failure
278,29691.0,H,298.0,308.0,1479.0,50.7,70.0,0,0,0,0,0,0,Tool Wear Failure
279,15138.0,M,298.0,308.0,1620.0,29.4,75.0,0,0,0,0,0,0,Tool Wear Failure
280,47459.0,L,298.0,308.1,1819.0,23.4,78.0,0,0,0,0,0,0,Tool Wear Failure
281,15140.0,M,298.1,308.1,1456.0,43.7,80.0,0,0,0,0,0,0,Tool Wear Failure
282,47461.0,L,298.1,308.0,1626.0,36.5,83.0,0,0,0,0,0,0,Tool Wear Failure
283,15142.0,M,298.1,308.1,1390.0,49.8,85.0,0,0,0,0,0,0,Tool Wear Failure
284,47463.0,L,298.2,308.2,1469.0,43.0,88.0,0,0,0,0,0,0,Tool Wear Failure
285,47464.0,L,298.2,308.3,2051.0,19.2,90.0,0,0,0,0,0,0,Tool Wear Failure
286,47465.0,L,298.2,308.3,1568.0,36.0,92.0,0,0,0,0,0,0,Tool Wear Failure
287,47466.0,L,298.2,308.3,1589.0,33.2,94.0,0,0,0,0,0,0,Tool Wear Failure
288,47467.0,L,298.2,308.3,1805.0,31.6,96.0,0,0,0,0,0,0,Tool Wear Failure
289,29702.0,H,298.2,308.4,1385.0,42.2,98.0,0,0,0,0,0,0,Tool Wear Failure
290,47469.0,L,298.1,308.4,1436.0,46.7,103.0,0,0,0,0,0,0,Tool Wear Failure
291,47470.0,L,298.1,308.4,1438.0,45.6,105.0,0,0,0,0,0,0,Tool Wear Failure
292,47471.0,L,298.0,308.3,1473.0,42.6,107.0,0,0,0,0,0,0,Tool Wear Failure
293,47472.0,L,298.1,308.4,1335.0,40.2,109.0,0,0,0,0,0,0,Tool Wear Failure
294,29707.0,H,298.1,308.5,1392.0,44.8,111.0,0,0,0,0,0,0,Tool Wear Failure
295,15154.0,M,298.1,308.5,1372.0,51.1,116.0,0,0,0,0,0,0,Tool Wear Failure
296,15155.0,M,298.1,308.6,1716.0,30.7,119.0,0,0,0,0,0,0,Tool Wear Failure
297,47476.0,L,298.0,308.5,1395.0,46.2,122.0,0,0,0,0,0,0,Tool Wear Failure
298,47477.0,L,298.0,308.5,1713.0,25.3,124.0,0,0,0,0,0,0,Tool Wear Failure
299,29712.0,H,297.9,308.5,2129.0,18.7,126.0,0,0,0,0,0,0,Tool Wear Failure
300,15159.0,M,297.8,308.3,1567.0,35.6,131.0,0,0,0,0,0,0,Tool Wear Failure
301,47480.0,L,297.8,308.4,1622.0,38.3,134.0,0,0,0,0,0,0,Tool Wear Failure
302,47481.0,L,297.7,308.4,1740.0,27.1,136.0,0,0,0,0,0,0,Tool Wear Failure
303,29716.0,H,297.8,308.4,1512.0,35.1,138.0,0,0,0,0,0,0,Tool Wear Failure
304,15163.0,M,297.8,308.4,1479.0,43.5,143.0,0,0,0,0,0,0,Tool Wear Failure
305,47484.0,L,297.8,308.4,1737.0,27.5,146.0,0,0,0,0,0,0,Tool Wear Failure
306,47485.0,L,297.8,308.4,2129.0,19.2,148.0,0,0,0,0,0,0,Tool Wear Failure
307,47486.0,L,297.8,308.4,1374.0,47.1,150.0,0,0,0,0,0,0,Tool Wear Failure
308,15167.0,M,297.8,308.4,1579.0,36.6,152.0,0,0,0,0,0,0,Tool Wear Failure
309,47488.0,L,297.9,308.5,1305.0,47.2,155.0,0,0,0,0,0,0,Tool Wear Failure
310,15169.0,M,297.9,308.5,1449.0,40.8,157.0,0,0,0,0,0,0,Tool Wear Failure
311,29724.0,H,298.0,308.6,1526.0,41.8,160.0,0,0,0,0,0,0,Tool Wear Failure
312,15171.0,M,298.0,308.6,1453.0,44.1,165.0,0,0,0,0,0,0,Tool Wear Failure
313,47492.0,L,297.9,308.6,1468.0,36.0,168.0,0,0,0,0,0,0,Tool Wear Failure
314,47493.0,L,298.0,308.6,1313.0,50.8,170.0,0,0,0,0,0,0,Tool Wear Failure
315,15174.0,M,297.9,308.5,1300.0,53.0,172.0,0,0,0,0,0,0,Tool Wear Failure
316,47495.0,L,297.9,308.4,1646.0,40.6,175.0,0,0,0,0,0,0,Tool Wear Failure
317,47496.0,L,297.8,308.4,1714.0,33.2,177.0,0,0,0,0,0,0,Tool Wear Failure
318,47497.0,L,297.8,308.4,1685.0,28.4,179.0,0,0,0,0,0,0,Tool Wear Failure
319,47498.0,L,297.8,308.4,1512.0,39.9,181.0,0,0,0,0,0,0,Tool Wear Failure
320,47499.0,L,297.8,308.4,1612.0,32.1,183.0,0,0,0,0,0,0,Tool Wear Failure
321,29734.0,H,297.8,308.4,1550.0,38.2,185.0,0,0,0,0,0,0,Tool Wear Failure
322,47501.0,L,297.8,308.4,1518.0,32.5,190.0,0,0,0,0,0,0,Tool Wear Failure
323,47502.0,L,297.8,308.5,1448.0,40.0,192.0,0,0,0,0,0,0,Tool Wear Failure
324,47503.0,L,297.8,308.5,1561.0,46.3,194.0,0,0,0,0,0,0,Tool Wear Failure
325,15184.0,M,297.8,308.5,1488.0,41.9,196.0,0,0,0,0,0,0,Tool Wear Failure
326,47505.0,L,297.8,308.5,1699.0,27.8,199.0,0,0,0,0,0,0,Tool Wear Failure
327,47506.0,L,297.7,308.5,1501.0,41.4,201.0,0,0,0,0,0,0,Tool Wear Failure
328,47507.0,L,297.7,308.5,1373.0,56.7,203.0,1,0,0,0,1,0,Overstrain Failure
329,29742.0,H,297.6,308.4,1703.0,31.4,205.0,0,0,0,0,0,0,Tool Wear Failure
330,29743.0,H,297.7,308.5,1720.0,29.9,210.0,0,0,0,0,0,0,Tool Wear Failure
331,15190.0,M,297.6,308.4,1398.0,41.9,215.0,0,0,0,0,0,0,Tool Wear Failure
332,15191.0,M,297.6,308.4,1391.0,51.9,218.0,0,0,0,0,0,0,Tool Wear Failure
333,15192.0,M,297.6,308.3,1538.0,40.2,0.0,0,0,0,0,0,0,Tool Wear Failure
334,47513.0,L,297.5,308.2,1647.0,31.3,3.0,0,0,0,0,0,0,Tool Wear Failure
335,15194.0,M,297.5,308.1,1469.0,44.8,5.0,0,0,0,0,0,0,Tool Wear Failure
336,47515.0,L,297.4,308.1,1749.0,25.9,8.0,0,0,0,0,0,0,Tool Wear Failure
337,15196.0,M,297.6,308.2,1995.0,20.5,10.0,0,0,0,0,0,0,Tool Wear Failure
338,47517.0,L,297.6,308.3,1742.0,27.7,13.0,0,0,0,0,0,0,Tool Wear Failure
339,47518.0,L,297.5,308.2,1563.0,38.2,15.0,0,0,0,0,0,0,Tool Wear Failure
340,15199.0,M,297.5,308.2,1713.0,32.2,17.0,0,0,0,0,0,0,Tool Wear Failure
341,47520.0,L,297.4,308.1,1474.0,39.4,20.0,0,0,0,0,0,0,Tool Wear Failure
342,15201.0,M,297.4,308.2,1530.0,32.6,22.0,0,0,0,0,0,0,Tool Wear Failure
343,47522.0,L,297.4,308.2,1471.0,46.5,25.0,0,0,0,0,0,0,Tool Wear Failure
344,47523.0,L,297.5,308.3,1388.0,48.6,27.0,0,0,0,0,0,0,Tool Wear Failure
345,15204.0,M,297.5,308.2,2448.0,13.8,29.0,0,0,0,0,0,0,Tool Wear Failure
346,47525.0,L,297.5,308.3,1585.0,32.9,32.0,0,0,0,0,0,0,Tool Wear Failure
347,15206.0,M,297.5,308.3,1459.0,45.2,34.0,0,0,0,0,0,0,Tool Wear Failure
348,47527.0,L,297.5,308.3,1544.0,40.8,37.0,0,0,0,0,0,0,Tool Wear Failure
349,47528.0,L,297.6,308.3,1617.0,31.7,39.0,0,0,0,0,0,0,Tool Wear Failure
350,47529.0,L,297.6,308.3,1595.0,34.3,41.0,0,0,0,0,0,0,Tool Wear Failure
351,29764.0,H,297.6,308.3,1400.0,44.3,43.0,0,0,0,0,0,0,Tool Wear Failure
352,15211.0,M,297.6,308.4,1611.0,31.0,48.0,0,0,0,0,0,0,Tool Wear Failure
353,15212.0,M,297.6,308.4,1507.0,46.0,51.0,0,0,0,0,0,0,Tool Wear Failure
354,29767.0,H,297.5,308.3,1674.0,30.0,54.0,0,0,0,0,0,0,Tool Wear Failure
355,47534.0,L,297.6,308.3,1658.0,34.3,59.0,0,0,0,0,0,0,Tool Wear Failure
356,47535.0,L,297.6,308.3,1623.0,36.9,61.0,0,0,0,0,0,0,Tool Wear Failure
357,15216.0,M,297.6,308.4,1398.0,48.9,63.0,0,0,0,0,0,0,Tool Wear Failure
358,47537.0,L,297.6,308.4,1517.0,34.2,66.0,0,0,0,0,0,0,Tool Wear Failure
359,15218.0,M,297.6,308.3,1467.0,36.7,68.0,0,0,0,0,0,0,Tool Wear Failure
360,15219.0,M,297.6,308.3,1567.0,34.6,71.0,0,0,0,0,0,0,Tool Wear Failure
361,15220.0,M,297.5,308.3,1521.0,38.2,74.0,0,0,0,0,0,0,Tool Wear Failure
362,47541.0,L,297.5,308.3,1596.0,36.8,77.0,0,0,0,0,0,0,Tool Wear Failure
363,29776.0,H,297.6,308.3,1640.0,30.9,79.0,0,0,0,0,0,0,Tool Wear Failure
364,47543.0,L,297.6,308.3,1438.0,47.8,84.0,0,0,0,0,0,0,Tool Wear Failure
365,47544.0,L,297.6,308.4,1407.0,55.2,86.0,0,0,0,0,0,0,Tool Wear Failure
366,47545.0,L,297.6,308.4,1353.0,57.5,88.0,0,0,0,0,0,0,Tool Wear Failure
367,15226.0,M,297.6,308.5,1552.0,40.9,90.0,0,0,0,0,0,0,Tool Wear Failure
368,15227.0,M,297.6,308.4,1569.0,38.3,93.0,0,0,0,0,0,0,Tool Wear Failure
369,47548.0,L,297.5,308.4,1489.0,39.5,96.0,0,0,0,0,0,0,Tool Wear Failure
370,29783.0,H,297.5,308.4,1587.0,36.1,98.0,0,0,0,0,0,0,Tool Wear Failure
371,15230.0,M,297.5,308.3,1622.0,37.2,103.0,0,0,0,0,0,0,Tool Wear Failure
372,47551.0,L,297.5,308.4,1604.0,38.1,106.0,0,0,0,0,0,0,Tool Wear Failure
373,15232.0,M,297.4,308.3,1405.0,51.7,108.0,0,0,0,0,0,0,Tool Wear Failure
374,47553.0,L,297.4,308.3,1412.0,42.0,111.0,0,0,0,0,0,0,Tool Wear Failure
375,47554.0,L,297.4,308.3,1431.0,43.0,113.0,0,0,0,0,0,0,Tool Wear Failure
376,47555.0,L,297.4,308.2,1533.0,37.4,115.0,0,0,0,0,0,0,Tool Wear Failure
377,15236.0,M,297.4,308.2,1401.0,51.9,117.0,0,0,0,0,0,0,Tool Wear Failure
378,15237.0,M,297.4,308.2,1424.0,53.9,120.0,0,0,0,0,0,0,Tool Wear Failure
379,47558.0,L,297.3,308.2,1754.0,29.4,123.0,0,0,0,0,0,0,Tool Wear Failure
380,47559.0,L,297.3,308.2,1754.0,26.8,125.0,0,0,0,0,0,0,Tool Wear Failure
381,47560.0,L,297.5,308.3,2564.0,12.8,127.0,1,0,0,1,0,0,Power Failure
382,47561.0,L,297.5,308.5,1546.0,40.4,129.0,0,0,0,0,0,0,Tool Wear Failure
383,47562.0,L,297.5,308.5,1335.0,48.0,131.0,0,0,0,0,0,0,Tool Wear Failure
384,15243.0,M,297.5,308.6,1842.0,27.0,133.0,0,0,0,0,0,0,Tool Wear Failure
385,47564.0,L,297.5,308.5,1712.0,26.8,136.0,0,0,0,0,0,0,Tool Wear Failure
386,15245.0,M,297.6,308.6,1414.0,45.4,138.0,0,0,0,0,0,0,Tool Wear Failure
387,47566.0,L,297.6,308.7,1319.0,50.9,141.0,0,0,0,0,0,0,Tool Wear Failure
388,47567.0,L,297.7,308.7,1249.0,60.4,143.0,0,0,0,0,0,0,Tool Wear Failure
389,47568.0,L,297.6,308.7,1455.0,48.2,145.0,0,0,0,0,0,0,Tool Wear Failure
390,15249.0,M,297.6,308.7,1408.0,54.8,147.0,0,0,0,0,0,0,Tool Wear Failure
391,47570.0,L,297.6,308.7,1460.0,46.7,150.0,0,0,0,0,0,0,Tool Wear Failure
392,47571.0,L,297.6,308.6,1491.0,38.1,152.0,0,0,0,0,0,0,Tool Wear Failure
393,15252.0,M,297.6,308.5,1490.0,43.4,154.0,0,0,0,0,0,0,Tool Wear Failure
394,15253.0,M,297.5,308.4,1350.0,52.2,157.0,0,0,0,0,0,0,Tool Wear Failure
395,47574.0,L,297.5,308.4,1528.0,39.9,160.0,0,0,0,0,0,0,Tool Wear Failure
396,47575.0,L,297.4,308.3,1571.0,37.7,162.0,0,0,0,0,0,0,Tool Wear Failure
397,47576.0,L,297.4,308.3,1490.0,42.6,164.0,0,0,0,0,0,0,Tool Wear Failure
398,15257.0,M,297.4,308.3,1774.0,28.9,166.0,0,0,0,0,0,0,Tool Wear Failure
399,29812.0,H,297.4,308.3,1502.0,43.6,169.0,0,0,0,0,0,0,Tool Wear Failure
400,47579.0,L,297.4,308.4,1392.0,49.7,174.0,0,0,0,0,0,0,Tool Wear Failure
401,47580.0,L,297.4,308.5,2100.0,16.9,176.0,0,0,0,0,0,0,Tool Wear Failure
402,47581.0,L,297.5,308.5,1722.0,30.4,178.0,0,0,0,0,0,0,Tool Wear Failure
403,47582.0,L,297.4,308.6,1678.0,32.3,180.0,0,0,0,0,0,0,Tool Wear Failure
404,47583.0,L,297.3,308.6,1273.0,59.8,182.0,0,0,0,0,0,0,Tool Wear Failure
405,47584.0,L,297.3,308.6,1297.0,45.9,184.0,0,0,0,0,0,0,Tool Wear Failure
406,47585.0,L,297.3,308.5,1350.0,57.6,186.0,0,0,0,0,0,0,Tool Wear Failure
407,47586.0,L,297.4,308.6,1439.0,51.9,188.0,0,0,0,0,0,0,Tool Wear Failure
408,15267.0,M,297.4,308.5,1600.0,42.1,190.0,0,0,0,0,0,0,Tool Wear Failure
409,15268.0,M,297.4,308.6,1434.0,44.4,193.0,0,0,0,0,0,0,Tool Wear Failure
410,47589.0,L,297.4,308.6,1459.0,41.3,196.0,0,0,0,0,0,0,Tool Wear Failure
411,15270.0,M,297.5,308.6,1472.0,44.9,198.0,0,0,0,0,0,0,Tool Wear Failure
412,47591.0,L,297.5,308.7,1429.0,44.3,201.0,0,0,0,0,0,0,Tool Wear Failure
413,47592.0,L,297.5,308.6,1388.0,48.2,203.0,0,0,0,0,0,0,Tool Wear Failure
414,47593.0,L,297.4,308.4,1573.0,34.5,205.0,0,0,0,0,0,0,Tool Wear Failure
415,47594.0,L,297.4,308.4,1588.0,32.5,207.0,0,0,0,0,0,0,Tool Wear Failure
416,47595.0,L,297.5,308.4,1511.0,42.8,209.0,0,0,0,0,0,0,Tool Wear Failure
417,47596.0,L,297.4,308.5,1495.0,37.8,211.0,0,0,0,0,0,0,Tool Wear Failure
418,47597.0,L,297.4,308.4,1394.0,50.1,213.0,0,0,0,0,0,0,Tool Wear Failure
419,47598.0,L,297.4,308.4,2151.0,17.7,0.0,0,0,0,0,0,0,Tool Wear Failure
420,15279.0,M,297.3,308.3,1501.0,38.2,2.0,0,0,0,0,0,0,Tool Wear Failure
421,15280.0,M,297.3,308.3,1301.0,39.6,5.0,0,0,0,0,0,0,Tool Wear Failure
422,15281.0,M,297.3,308.3,1657.0,31.1,8.0,0,0,0,0,0,0,Tool Wear Failure
423,47602.0,L,297.3,308.3,1333.0,55.2,11.0,0,0,0,0,0,0,Tool Wear Failure
424,47603.0,L,297.3,308.3,1484.0,43.9,13.0,0,0,0,0,0,0,Tool Wear Failure
425,47604.0,L,297.3,308.4,1430.0,45.7,15.0,0,0,0,0,0,0,Tool Wear Failure
426,15285.0,M,297.3,308.4,1665.0,28.9,17.0,0,0,0,0,0,0,Tool Wear Failure
427,47606.0,L,297.4,308.5,1501.0,44.9,20.0,0,0,0,0,0,0,Tool Wear Failure
428,15287.0,M,297.5,308.5,1496.0,42.2,22.0,0,0,0,0,0,0,Tool Wear Failure
429,15288.0,M,297.6,308.6,1595.0,36.9,25.0,0,0,0,0,0,0,Tool Wear Failure
430,47609.0,L,297.5,308.6,1208.0,62.3,28.0,0,0,0,0,0,0,Tool Wear Failure
431,47610.0,L,297.5,308.6,1596.0,37.1,30.0,0,0,0,0,0,0,Tool Wear Failure
432,47611.0,L,297.5,308.5,1446.0,41.9,32.0,0,0,0,0,0,0,Tool Wear Failure
433,15292.0,M,297.6,308.5,1466.0,39.7,34.0,0,0,0,0,0,0,Tool Wear Failure
434,15293.0,M,297.6,308.5,1848.0,23.7,37.0,0,0,0,0,0,0,Tool Wear Failure
435,15294.0,M,297.5,308.5,1484.0,44.7,40.0,0,0,0,0,0,0,Tool Wear Failure
436,47615.0,L,297.4,308.3,1493.0,41.2,43.0,0,0,0,0,0,0,Tool Wear Failure
437,47616.0,L,297.3,308.3,1504.0,36.3,45.0,0,0,0,0,0,0,Tool Wear Failure
438,47617.0,L,297.3,308.3,1538.0,38.5,47.0,0,0,0,0,0,0,Tool Wear Failure
439,47618.0,L,297.4,308.4,1341.0,52.2,49.0,0,0,0,0,0,0,Tool Wear Failure
440,15299.0,M,297.4,308.3,1535.0,34.6,51.0,0,0,0,0,0,0,Tool Wear Failure
441,47620.0,L,297.4,308.5,1389.0,39.2,54.0,0,0,0,0,0,0,Tool Wear Failure
442,29855.0,H,297.5,308.5,1393.0,46.6,56.0,0,0,0,0,0,0,Tool Wear Failure
443,47622.0,L,297.4,308.5,1399.0,61.5,61.0,1,0,0,1,0,0,Power Failure
444,29857.0,H,297.4,308.5,1469.0,45.1,63.0,0,0,0,0,0,0,Tool Wear Failure
445,47624.0,L,297.4,308.4,1582.0,37.2,68.0,0,0,0,0,0,0,Tool Wear Failure
446,47625.0,L,297.5,308.6,1793.0,26.7,70.0,0,0,0,0,0,0,Tool Wear Failure
447,47626.0,L,297.5,308.6,1452.0,39.0,72.0,0,0,0,0,0,0,Tool Wear Failure
448,15307.0,M,297.6,308.7,1376.0,59.9,74.0,0,0,0,0,0,0,Tool Wear Failure
449,47628.0,L,297.5,308.6,1552.0,44.9,77.0,0,0,0,0,0,0,Tool Wear Failure
450,47629.0,L,297.6,308.7,1622.0,37.9,79.0,0,0,0,0,0,0,Tool Wear Failure
451,15310.0,M,297.6,308.7,1419.0,41.7,81.0,0,0,0,0,0,0,Tool Wear Failure
452,29865.0,H,297.5,308.6,1440.0,46.1,84.0,0,0,0,0,0,0,Tool Wear Failure
453,15312.0,M,297.4,308.6,1643.0,31.0,89.0,0,0,0,0,0,0,Tool Wear Failure
454,47633.0,L,297.4,308.7,1510.0,36.2,92.0,0,0,0,0,0,0,Tool Wear Failure
455,47634.0,L,297.4,308.7,1468.0,46.6,94.0,0,0,0,0,0,0,Tool Wear Failure
456,47635.0,L,297.4,308.7,1429.0,57.4,96.0,0,0,0,0,0,0,Tool Wear Failure
457,29870.0,H,297.3,308.7,1478.0,47.6,98.0,0,0,0,0,0,0,Tool Wear Failure
458,47637.0,L,297.4,308.6,1276.0,53.6,103.0,0,0,0,0,0,0,Tool Wear Failure
459,47638.0,L,297.3,308.6,1486.0,42.6,105.0,0,0,0,0,0,0,Tool Wear Failure
460,47639.0,L,297.4,308.6,1476.0,42.3,107.0,0,0,0,0,0,0,Tool Wear Failure
461,29874.0,H,297.3,308.6,1431.0,42.0,109.0,0,0,0,0,0,0,Tool Wear Failure
462,47641.0,L,297.4,308.7,1402.0,40.2,114.0,0,0,0,0,0,0,Tool Wear Failure
463,47642.0,L,297.4,308.7,1433.0,43.4,116.0,0,0,0,0,0,0,Tool Wear Failure
464,47643.0,L,297.4,308.7,2874.0,4.2,118.0,1,0,0,1,0,0,Power Failure
465,47644.0,L,297.3,308.6,1511.0,35.7,120.0,0,0,0,0,0,0,Tool Wear Failure
466,15325.0,M,297.3,308.6,1456.0,42.9,122.0,0,0,0,0,0,0,Tool Wear Failure
467,47646.0,L,297.2,308.5,1550.0,41.5,125.0,0,0,0,0,0,0,Tool Wear Failure
468,47647.0,L,297.2,308.5,2182.0,16.5,127.0,0,0,0,0,0,0,Tool Wear Failure
469,47648.0,L,297.3,308.7,1619.0,31.6,129.0,0,0,0,0,0,0,Tool Wear Failure
470,15329.0,M,297.3,308.8,1586.0,32.7,131.0,0,0,0,0,0,0,Tool Wear Failure
471,29884.0,H,297.3,308.8,1499.0,44.2,134.0,0,0,0,0,0,0,Tool Wear Failure
472,29885.0,H,297.3,308.8,1419.0,42.4,139.0,0,0,0,0,0,0,Tool Wear Failure
473,15332.0,M,297.4,309.0,1497.0,41.8,144.0,0,0,0,0,0,0,Tool Wear Failure
474,15333.0,M,297.4,309.0,1520.0,37.0,147.0,0,0,0,0,0,0,Tool Wear Failure
475,47654.0,L,297.4,309.1,1478.0,49.8,150.0,0,0,0,0,0,0,Tool Wear Failure
476,47655.0,L,297.4,309.1,1380.0,41.1,152.0,0,0,0,0,0,0,Tool Wear Failure
477,47656.0,L,297.4,309.0,1570.0,37.9,154.0,0,0,0,0,0,0,Tool Wear Failure
478,29891.0,H,297.4,309.0,1468.0,41.4,156.0,0,0,0,0,0,0,Tool Wear Failure
479,47658.0,L,297.4,309.0,1833.0,22.6,161.0,0,0,0,0,0,0,Tool Wear Failure
480,15339.0,M,297.4,308.9,1323.0,57.3,163.0,0,0,0,0,0,0,Tool Wear Failure
481,47660.0,L,297.4,309.0,1583.0,32.0,166.0,0,0,0,0,0,0,Tool Wear Failure
482,15341.0,M,297.3,309.0,1556.0,39.5,168.0,0,0,0,0,0,0,Tool Wear Failure
483,47662.0,L,297.3,309.0,1548.0,37.4,171.0,0,0,0,0,0,0,Tool Wear Failure
484,47663.0,L,297.4,309.0,1324.0,56.9,173.0,0,0,0,0,0,0,Tool Wear Failure
485,47664.0,L,297.4,309.0,1568.0,33.7,175.0,0,0,0,0,0,0,Tool Wear Failure
486,15345.0,M,297.4,309.0,1685.0,30.7,177.0,0,0,0,0,0,0,Tool Wear Failure
487,15346.0,M,297.4,309.1,1582.0,35.9,180.0,0,0,0,0,0,0,Tool Wear Failure
488,15347.0,M,297.4,309.1,1463.0,35.0,183.0,0,0,0,0,0,0,Tool Wear Failure
489,47668.0,L,297.4,309.2,1584.0,42.8,186.0,0,0,0,0,0,0,Tool Wear Failure
490,15349.0,M,297.5,309.2,1347.0,55.8,188.0,0,0,0,0,0,0,Tool Wear Failure
491,47670.0,L,297.4,309.2,1459.0,37.9,191.0,0,0,0,0,0,0,Tool Wear Failure
492,47671.0,L,297.4,309.2,1420.0,45.6,193.0,0,0,0,0,0,0,Tool Wear Failure
493,47672.0,L,297.5,309.3,1404.0,43.5,195.0,0,0,0,0,0,0,Tool Wear Failure
494,47673.0,L,297.5,309.3,1470.0,38.8,197.0,0,0,0,0,0,0,Tool Wear Failure
495,47674.0,L,297.6,309.4,1326.0,49.8,199.0,0,0,0,0,0,0,Tool Wear Failure
496,29909.0,H,297.5,309.3,1459.0,49.7,201.0,0,0,0,0,0,0,Tool Wear Failure
497,15356.0,M,297.5,309.2,1530.0,40.0,206.0,0,0,0,0,0,0,Tool Wear Failure
498,47677.0,L,297.4,309.0,1505.0,39.2,209.0,0,0,0,0,0,0,Tool Wear Failure
499,47678.0,L,297.5,309.1,1611.0,30.2,211.0,0,0,0,0,0,0,Tool Wear Failure
500,47679.0,L,297.5,309.1,1515.0,35.1,213.0,0,0,0,0,0,0,Tool Wear Failure
501,15360.0,M,297.5,309.2,1804.0,27.4,215.0,0,0,0,0,0,0,Tool Wear Failure
502,15361.0,M,297.6,309.3,1464.0,46.2,218.0,0,0,0,0,0,0,Tool Wear Failure
503,47682.0,L,297.6,309.2,1390.0,43.3,221.0,0,0,0,0,0,0,Tool Wear Failure
504,15363.0,M,297.6,309.2,1442.0,48.1,0.0,0,0,0,0,0,0,Tool Wear Failure
505,15364.0,M,297.6,309.3,1529.0,41.9,3.0,0,0,0,0,0,0,Tool Wear Failure
506,47685.0,L,297.6,309.3,1610.0,35.0,6.0,0,0,0,0,0,0,Tool Wear Failure
507,47686.0,L,297.6,309.3,1543.0,34.3,8.0,0,0,0,0,0,0,Tool Wear Failure
508,29921.0,H,297.8,309.4,1445.0,48.2,10.0,0,0,0,0,0,0,Tool Wear Failure
509,47688.0,L,297.7,309.3,1893.0,24.6,15.0,0,0,0,0,0,0,Tool Wear Failure
510,15369.0,M,297.6,309.3,1415.0,41.3,17.0,0,0,0,0,0,0,Tool Wear Failure
511,47690.0,L,297.5,309.3,1564.0,37.5,20.0,0,0,0,0,0,0,Tool Wear Failure
512,47691.0,L,297.5,309.3,1479.0,39.4,22.0,0,0,0,0,0,0,Tool Wear Failure
513,47692.0,L,297.5,309.2,1426.0,44.8,24.0,0,0,0,0,0,0,Tool Wear Failure
514,47693.0,L,297.4,309.2,1428.0,38.8,26.0,0,0,0,0,0,0,Tool Wear Failure
515,47694.0,L,297.4,309.2,1620.0,33.2,28.0,0,0,0,0,0,0,Tool Wear Failure
516,47695.0,L,297.5,309.2,1715.0,28.0,30.0,0,0,0,0,0,0,Tool Wear Failure
517,47696.0,L,297.5,309.3,1732.0,29.9,32.0,0,0,0,0,0,0,Tool Wear Failure
518,15377.0,M,297.5,309.4,1391.0,58.2,34.0,0,0,0,0,0,0,Tool Wear Failure
519,47698.0,L,297.6,309.5,1924.0,20.6,37.0,0,0,0,0,0,0,Tool Wear Failure
520,15379.0,M,297.7,309.5,2027.0,19.8,39.0,0,0,0,0,0,0,Tool Wear Failure
521,47700.0,L,297.6,309.5,1617.0,36.2,42.0,0,0,0,0,0,0,Tool Wear Failure
522,47701.0,L,297.5,309.4,1497.0,35.8,44.0,0,0,0,0,0,0,Tool Wear Failure
523,15382.0,M,297.5,309.5,1448.0,43.7,46.0,0,0,0,0,0,0,Tool Wear Failure
524,47703.0,L,297.4,309.4,1401.0,45.9,49.0,0,0,0,0,0,0,Tool Wear Failure
525,47704.0,L,297.4,309.4,1620.0,35.4,51.0,0,0,0,0,0,0,Tool Wear Failure
526,47705.0,L,297.4,309.4,1466.0,45.5,53.0,0,0,0,0,0,0,Tool Wear Failure
527,47706.0,L,297.6,309.5,1373.0,50.6,55.0,0,0,0,0,0,0,Tool Wear Failure
528,15387.0,M,297.6,309.6,1592.0,35.8,57.0,0,0,0,0,0,0,Tool Wear Failure
529,15388.0,M,297.5,309.5,1553.0,42.4,60.0,0,0,0,0,0,0,Tool Wear Failure
530,47709.0,L,297.6,309.5,1569.0,36.2,63.0,0,0,0,0,0,0,Tool Wear Failure
531,15390.0,M,297.6,309.5,1709.0,32.2,65.0,0,0,0,0,0,0,Tool Wear Failure
532,47711.0,L,297.6,309.5,1549.0,34.9,68.0,0,0,0,0,0,0,Tool Wear Failure
533,47712.0,L,297.5,309.4,1443.0,45.4,70.0,0,0,0,0,0,0,Tool Wear Failure
534,47713.0,L,297.5,309.3,1675.0,29.8,72.0,0,0,0,0,0,0,Tool Wear Failure
